City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Lokosovo,RU,61.1333,74.8167,27.41,93,99,11.83,overcast clouds
702,Linxia,CN,35.6003,103.2064,43.95,43,100,3.83,overcast clouds
703,Velingara,SN,13.15,-14.1167,95.85,12,100,5.23,overcast clouds
704,Luena,AO,-11.7833,19.9167,63.68,95,100,3.65,light rain
705,San Pedro,PH,14.35,121.0167,82.31,78,20,4.61,few clouds
706,Mercedes,AR,-34.6515,-59.4307,70.65,27,97,6.6,overcast clouds
707,Genhe,CN,50.7833,121.5167,4.21,99,100,2.42,overcast clouds
708,Buritis,BR,-15.6178,-46.4233,81.99,56,99,3.85,overcast clouds
709,Manavalakurichi,IN,8.1333,77.3,80.51,81,0,13.15,clear sky
710,Bengkulu,ID,-3.8004,102.2655,76.1,88,100,4.23,overcast clouds
711,Port Macquarie,AU,-31.4333,152.9167,60.89,88,35,10.38,scattered clouds
712,San Lawrenz,MT,36.0553,14.204,51.85,82,100,10.0,overcast clouds
713,Roanoke Rapids,US,36.4615,-77.6542,76.95,78,100,18.41,overcast clouds
714,Jimma,ET,7.6667,36.8333,63.88,75,77,2.04,broken clouds
715,Vorobyevka,RU,50.6451,40.9245,8.17,99,79,5.19,broken clouds
716,Amapa,BR,1.0,-52.0,77.81,96,98,3.09,overcast clouds
717,Araouane,ML,18.9048,-3.5265,82.13,13,0,5.77,clear sky
718,Kauhajoki,FI,62.4333,22.1833,37.38,82,11,8.43,few clouds
719,Zhangye,CN,38.9342,100.4517,42.17,44,100,1.97,overcast clouds
720,Flinders,AU,-34.5833,150.8552,62.38,86,6,6.96,clear sky
721,Barra Do Garcas,BR,-15.89,-52.2567,91.98,49,20,0.0,few clouds
722,Pevek,RU,69.7008,170.3133,-10.95,76,9,12.21,clear sky
